platform,nama_pengguna,tanggal_komentar,komentar,rating,teks_cleaning,teks_casefolding,teks_normalisasi,teks_stemming,sentimen,skor_keyakinan,sentimen_rating,sentimen_prediksi,keyakinan_prediksi
Google Maps,Dinda,4 bulan lalu,"okee bgtt🥹akuu 5 hari 4 malem disinii nyamann bgtt, airnya kenceng kamar nya bersih kamar mandinya bersihh love bgt🥺",5.0,okee bgtt akuu hari malem disinii nyamann bgtt airnya kenceng kamar nya bersih kamar mandinya bersihh love bgt,okee bgtt akuu hari malem disinii nyamann bgtt airnya kenceng kamar nya bersih kamar mandinya bersihh love bgt,baik sangat saya hari malam disinii nyaman sangat airnya kencang kamar nya bersih kamar mandinya bersih love sangat,baik sangat hari malam sini nyaman sangat air kencang kamar bersih kamar mandi bersih love sangat,positif,0.9992,positif,positif,0.9991
Google Maps,Hareem Bilqis,3 bulan lalu,"Layanan oke, fasilitas top,kamar bersih ,kasur nyaman,pokonya kalo ke jakarta pasti nginep disini lagi Topp thebest",5.0,Layanan oke fasilitas top kamar bersih kasur nyaman pokonya kalo ke jakarta pasti nginep disini lagi Topp thebest,layanan oke fasilitas top kamar bersih kasur nyaman pokonya kalo ke jakarta pasti nginep disini lagi topp thebest,layanan baik fasilitas top kamar bersih kasur nyaman pokoknya kalau ke jakarta pasti nginep disini lagi topp thebest,layan baik fasilitas top kamar bersih kasur nyaman pokok kalau jakarta nginep sini topp thebest,positif,0.9975,positif,positif,0.9991
Google Maps,Wang Chuang hang,5 bulan lalu,"Tempatnya nyaman bisa kemana "" Dekat
Nanti kalau liburan datang lagi ke cove art living bawa keluarga",5.0,Tempatnya nyaman bisa kemana Dekat Nanti kalau liburan datang lagi ke cove art living bawa keluarga,tempatnya nyaman bisa kemana dekat nanti kalau liburan datang lagi ke cove art living bawa keluarga,tempat nyaman bisa kemana dekat nanti kalau liburan datang lagi ke cove art living bawa keluarga,tempat nyaman dekat kalau libur datang art living bawa keluarga,positif,0.9946,positif,positif,0.9984
Google Maps,Hasbullah,8 bulan lalu,pelayanan oke. kamarnya juga bersih banget + wangi apalagi deket banget sama jajanan ga perlu repot² gofood,5.0,pelayanan oke kamarnya juga bersih banget wangi apalagi deket banget sama jajanan ga perlu repot gofood,pelayanan oke kamarnya juga bersih banget wangi apalagi deket banget sama jajanan ga perlu repot gofood,pelayanan baik kamar juga bersih sangat wangi apalagi dekat sangat sama jajanan tidak perlu repot gofood,layan baik kamar bersih sangat wangi dekat sangat sama jajan tidak perlu repot gofood,positif,0.9992,positif,positif,0.9988
Google Maps,Bert Wulms,3 tahun lalu,Saya tidak senang dengan Cove. Selama kami tinggal kami harus mengikuti masalah yang bisa dicegah. Air minumnya kosong dan tidak ada lagi botol untuk diisi ulang. Ini bisa dicegah tapi pastikan stok cukup.,,Saya tidak senang dengan Cove Selama kami tinggal kami harus mengikuti masalah yang bisa dicegah Air minumnya kosong dan tidak ada lagi botol untuk diisi ulang Ini bisa dicegah tapi pastikan stok cukup,saya tidak senang dengan cove selama kami tinggal kami harus mengikuti masalah yang bisa dicegah air minumnya kosong dan tidak ada lagi botol untuk diisi ulang ini bisa dicegah tapi pastikan stok cukup,saya tidak senang dengan cove selama kami tinggal kami harus mengikuti masalah yang bisa dicegah air minumnya kosong dan tidak ada lagi botol untuk diisi ulang ini bisa dicegah tetapi pastikan stok cukup,tidak senang lama tinggal ikut masalah cegah air minum kosong tidak botol isi ulang cegah pasti stok cukup,negatif,0.8658,,negatif,0.7815
Google Maps,Wence Munche,3 bulan lalu,"Nginep krn Ada acara keluargaber 2 teteh Sy
Di wilayah menteng .Pertama dtg GA Ada org Di bag.reception, Bgtu WA ke group pengelola, .baru Ada mas2 nya Dan Sy Tanya apakah bs early check in.Dan Bisa masuk",3.0,Nginep krn Ada acara keluargaber teteh Sy Di wilayah menteng Pertama dtg GA Ada org Di bag reception Bgtu WA ke group pengelola baru Ada mas nya Dan Sy Tanya apakah bs early check in Dan Bisa masuk,nginep krn ada acara keluargaber teteh sy di wilayah menteng pertama dtg ga ada org di bag reception bgtu wa ke group pengelola baru ada mas nya dan sy tanya apakah bs early check in dan bisa masuk,nginep karena ada acara keluargaber teteh saya di wilayah menteng pertama datang tidak ada orang di bag reception begitu wa ke group pengelola baru ada mas nya dan saya tanya apakah bisa early check ini dan bisa masuk,nginep acara keluargaber teteh wilayah menteng pertama datang tidak orang bag reception group kelola baru mas tanya early check masuk,netral,0.9994,netral,netral,0.9984
Google Maps,Muh Fikri Afdal,6 bulan lalu,"Lokasinya strategis, pelayanannya juga ramah ramah, kamar worth banget, best experience sih dsini",5.0,Lokasinya strategis pelayanannya juga ramah ramah kamar worth banget best experience sih dsini,lokasinya strategis pelayanannya juga ramah ramah kamar worth banget best experience sih dsini,lokasi strategis pelayanannya juga ramah ramah kamar layak sangat best experience disini,lokasi strategis layan ramah ramah kamar layak sangat best experience sini,positif,0.9995,positif,positif,0.9991
Google Maps,Renata Ganiswara,Diedit 7 bulan lalu,INI AIR TIAP MINGGU SELALU MATI NIH MIN?? buat apa bayar per bulan 4 juta kalo air selalu mati😭😭😭,1.0,INI AIR TIAP MINGGU SELALU MATI NIH MIN buat apa bayar per bulan juta kalo air selalu mati,ini air tiap minggu selalu mati nih min buat apa bayar per bulan juta kalo air selalu mati,ini air tiap minggu selalu mati ini pengelola untuk apa bayar per bulan juta kalau air selalu mati,air tiap minggu selalu mati kelola apa bayar per bulan juta kalau air selalu mati,negatif,0.9997,negatif,negatif,0.9926
Google Maps,Aisy khoirunnisa,5 bulan lalu,"akses dekat dg halte jak & st. cikini, cari makan dekat, wifi cepat, pelayanan & staff ramah.",5.0,akses dekat dg halte jak st cikini cari makan dekat wifi cepat pelayanan staff ramah,akses dekat dg halte jak st cikini cari makan dekat wifi cepat pelayanan staff ramah,akses dekat dengan halte jak st cikini cari makan dekat internet cepat pelayanan staff ramah,akses dekat halte jak cikini cari makan dekat internet cepat layan staff ramah,positif,0.9894,positif,positif,0.9989
Google Maps,Imron Wicaksono,3 tahun lalu,"Lebih bagus management yang lama 2.1-2.2jt per bulan sangat worth it, semenjak diambil alih cove jadi berbayar parkir motor nya 150k/bulan, rate dinaikan ke 2.9jt/bulan. Mohon dipertimbangkan kembali",,Lebih bagus management yang lama jt per bulan sangat worth it semenjak diambil alih cove jadi berbayar parkir motor nya k bulan rate dinaikan ke jt bulan Mohon dipertimbangkan kembali,lebih bagus management yang lama jt per bulan sangat worth it semenjak diambil alih cove jadi berbayar parkir motor nya k bulan rate dinaikan ke jt bulan mohon dipertimbangkan kembali,lebih bagus management yang lama juta per bulan sangat layak itu semenjak diambil alih cove jadi berbayar parkir motor nya ke bulan penilaian dinaikan ke juta bulan mohon dipertimbangkan kembali,lebih bagus management lama juta per bulan sangat layak semenjak ambil alih jadi bayar parkir motor bulan nilai naik juta bulan mohon timbang,positif,0.9979,,positif,0.9856
Google Maps,Atikah Rahimah,7 bulan lalu,"kamar bersih dan pelayanan bagus sesuai harga, recomended untuk menginap lama maupun sebentar",5.0,kamar bersih dan pelayanan bagus sesuai harga recomended untuk menginap lama maupun sebentar,kamar bersih dan pelayanan bagus sesuai harga recomended untuk menginap lama maupun sebentar,kamar bersih dan pelayanan bagus sesuai harga direkomendasikan untuk menginap lama maupun sebentar,kamar bersih layan bagus sesuai harga rekomendasi inap lama maupun sebentar,positif,0.9996,positif,positif,0.9991
Google Maps,Mayli Faroh,6 bulan lalu,"tempatnya enak, mudah dijangkau dan bersih. kamarnya nyaman dan staf ramah dan sangat membantu",5.0,tempatnya enak mudah dijangkau dan bersih kamarnya nyaman dan staf ramah dan sangat membantu,tempatnya enak mudah dijangkau dan bersih kamarnya nyaman dan staf ramah dan sangat membantu,tempat enak mudah dijangkau dan bersih kamar nyaman dan staf ramah dan sangat membantu,tempat enak mudah jangkau bersih kamar nyaman staf ramah sangat bantu,positif,0.9996,positif,positif,0.9992
Google Maps,Theo pulukadang / 20,7 bulan lalu,"First time here.
1. Jalan didepan kost sangat crowded dan kumuh
2. Kamarnya tidak terawat",,First time here Jalan didepan kost sangat crowded dan kumuh Kamarnya tidak terawat,first time here jalan didepan kost sangat crowded dan kumuh kamarnya tidak terawat,first time here jalan didepan kos sangat crowded dan kumuh kamar tidak terawat,first time here jalan depan sangat crowded kumuh kamar tidak awat,negatif,0.9999,,negatif,0.9989
Google Maps,Zeze Liana,2 bulan lalu,"Saya menginap buat waktu satu minggu
Tidak rekomendasi kamar banyak nyamuk AC tidak dingin wifi tidak ada kulkas tidak dingin helper di tanya pada diem aja jawab seenak nya saja helper nama Andri",1.0,Saya menginap buat waktu satu minggu Tidak rekomendasi kamar banyak nyamuk AC tidak dingin wifi tidak ada kulkas tidak dingin helper di tanya pada diem aja jawab seenak nya saja helper nama Andri,saya menginap buat waktu satu minggu tidak rekomendasi kamar banyak nyamuk ac tidak dingin wifi tidak ada kulkas tidak dingin helper di tanya pada diem aja jawab seenak nya saja helper nama andri,saya menginap untuk waktu satu minggu tidak rekomendasi kamar banyak nyamuk pendingin ruangan tidak dingin internet tidak ada kulkas tidak dingin helper di tanya pada diam saja jawab seenak nya saja helper nama andri,inap waktu satu minggu tidak rekomendasi kamar banyak nyamuk dingin ruang tidak dingin internet tidak kulkas tidak dingin helper tanya diam jawab enak helper nama andri,negatif,0.9999,negatif,negatif,0.9988
Google Maps,Bedul Sanjani,2 tahun lalu,"cerita apa yg gue alami di cove taman.
Jadi gua pertama kali mau stay di sini udah book via apk juga pas dateng kamar penuh, padahal udah booking dan berhasil melalui apk. Pas gue dateng juga ada",1.0,cerita apa yg gue alami di cove taman Jadi gua pertama kali mau stay di sini udah book via apk juga pas dateng kamar penuh padahal udah booking dan berhasil melalui apk Pas gue dateng juga ada,cerita apa yg gue alami di cove taman jadi gua pertama kali mau stay di sini udah book via apk juga pas dateng kamar penuh padahal udah booking dan berhasil melalui apk pas gue dateng juga ada,cerita apa yang saya alami di cove taman jadi saya pertama kali ingin stay di sini sudah pesan via aplikasi juga pas datang kamar penuh padahal sudah pemesanan dan berhasil melalui aplikasi pas saya datang juga ada,cerita apa alami taman jadi pertama kali stay sini pesan via aplikasi pas datang kamar penuh padahal mesan hasil lalu aplikasi pas datang,netral,0.9897,negatif,netral,0.9977
Google Maps,Lea V,6 bulan lalu,"1. Mudah dipesan
2. Admin sangat komunikatif dan responsif
3. Staf yang ramah selalu siaga di kost",5.0,Mudah dipesan Admin sangat komunikatif dan responsif Staf yang ramah selalu siaga di kost,mudah dipesan admin sangat komunikatif dan responsif staf yang ramah selalu siaga di kost,mudah dipesan pengelola sangat komunikatif dan responsif staf yang ramah selalu siaga di kos,mudah pes kelola sangat komunikatif responsif staf ramah selalu siaga,positif,0.9994,positif,positif,0.9991
Google Maps,Anastasia Putri,2 bulan lalu,Pertama kali datang untuk survey kos Cove dan secara keseluruhan pengalaman saya kurang baik.,,Pertama kali datang untuk survey kos Cove dan secara keseluruhan pengalaman saya kurang baik,pertama kali datang untuk survey kos cove dan secara keseluruhan pengalaman saya kurang baik,pertama kali datang untuk survey kos cove dan secara keseluruhan pengalaman saya kurang baik,pertama kali datang survey seluruh alam kurang baik,negatif,0.9998,,negatif,0.9985
Google Maps,Maia Siregar,8 bulan lalu,"Sangat bagus, rapih dan bersih. Staff ramah, deket kemana2 lo kasi strategis. Recommended!",,Sangat bagus rapih dan bersih Staff ramah deket kemana lo kasi strategis Recommended,sangat bagus rapih dan bersih staff ramah deket kemana lo kasi strategis recommended,sangat bagus rapi dan bersih staff ramah dekat kemana kamu kasih strategis direkomendasikan,sangat bagus rapi bersih staff ramah dekat kamu kasih strategis rekomendasi,positif,0.9996,,positif,0.9991
Google Maps,Yolanda Vina,6 bulan lalu,Tempatnya bagus. Nyaman bersih…. All service is good guys dijaga terus ya servicenya! 😉,5.0,Tempatnya bagus Nyaman bersih All service is good guys dijaga terus ya servicenya,tempatnya bagus nyaman bersih all service is good guys dijaga terus ya servicenya,tempat bagus nyaman bersih all service is good guys dijaga terus ya servicenya,tempat bagus nyaman bersih all service good guys jaga terus servicenya,positif,0.9991,positif,positif,0.999
Google Maps,Salsabilla Qolbi,5 bulan lalu,"Tempatnya nyaman dan bersih, lokasi strategis, pengurusnya ramah, baik dan helpful👍🏻👍🏻",,Tempatnya nyaman dan bersih lokasi strategis pengurusnya ramah baik dan helpful,tempatnya nyaman dan bersih lokasi strategis pengurusnya ramah baik dan helpful,tempat nyaman dan bersih lokasi strategis pengurusnya ramah baik dan helpful,tempat nyaman bersih lokasi strategis urus ramah baik helpful,positif,0.9996,,positif,0.9992
Google Maps,Gebby Levin,3 bulan lalu,"Susuai foto, kamarnya dpt yang zonk
Mungkin lagi sial aja :)
Yaaa pemandangannya gtuu sesuai foto",3.0,Susuai foto kamarnya dpt yang zonk Mungkin lagi sial aja Yaa pemandangannya gtuu sesuai foto,susuai foto kamarnya dpt yang zonk mungkin lagi sial aja yaa pemandangannya gtuu sesuai foto,susuai foto kamar dapat yang zonk mungkin lagi sial saja ya pemandangannya begitu sesuai foto,susuai foto kamar zonk mungkin sial pandang sesuai foto,negatif,0.5834,netral,positif,0.9981
Google Maps,Ainur Roziqin Tahitya,3 tahun lalu,"Semua berubah sejak negara api (cove) menyerang
Review kurang lebih sama kayak review di bawah yang bintang 1 (yang ngasih bintang 5 itu antara emang akun buzz dibayar atau penghuni baru)",,Semua berubah sejak negara api cove menyerang Review kurang lebih sama kayak review di bawah yang bintang yang ngasih bintang itu antara emang akun buzz dibayar atau penghuni baru,semua berubah sejak negara api cove menyerang review kurang lebih sama kayak review di bawah yang bintang yang ngasih bintang itu antara emang akun buzz dibayar atau penghuni baru,semua berubah sejak negara api cove menyerang ulasan kurang lebih sama seperti ulasan di bawah yang bintang yang mengasih bintang itu antara memang akun buzz dibayar atau penghuni baru,semua ubah sejak negara api serang ulas kurang lebih sama ulas bawah bintang asih bintang memang akun buzz bayar huni baru,negatif,0.9973,,netral,0.9678
Google Maps,Nurul Safitri,5 bulan lalu,"Lokasinya strategis, kamarnya bersih dan nyaman, kamar mandi bersih, fasilitas oke",5.0,Lokasinya strategis kamarnya bersih dan nyaman kamar mandi bersih fasilitas oke,lokasinya strategis kamarnya bersih dan nyaman kamar mandi bersih fasilitas oke,lokasi strategis kamar bersih dan nyaman kamar mandi bersih fasilitas baik,lokasi strategis kamar bersih nyaman kamar mandi bersih fasilitas baik,positif,0.9974,positif,positif,0.9991
Google Maps,Aqil Gifari,4 bulan lalu,"stay for 2 nights.
service ok, ac ok, kebersihan not bad, lift ok, lokasi ok, wifi ok.",1.0,stay for nights service ok ac ok kebersihan not bad lift ok lokasi ok wifi ok,stay for nights service ok ac ok kebersihan not bad lift ok lokasi ok wifi ok,stay for nights service baik pendingin ruangan baik kebersihan not bad lift baik lokasi baik internet baik,stay for nights service baik dingin ruang baik bersih not bad lift baik lokasi baik internet baik,netral,0.9903,negatif,netral,0.9704
Google Maps,Bayu Saundary,setahun lalu,Minta wanya bisa?,,Minta wanya bisa,minta wanya bisa,meminta wanya bisa,minta wanya,netral,0.9995,,netral,0.9968
Google Maps,Indra Asmara,8 bulan lalu,lokasi strategis banyak tempat jajanan dan makanan cocok buat yg suka kulineran,5.0,lokasi strategis banyak tempat jajanan dan makanan cocok buat yg suka kulineran,lokasi strategis banyak tempat jajanan dan makanan cocok buat yg suka kulineran,lokasi strategis banyak tempat jajanan dan makanan cocok untuk yang suka kulineran,lokasi strategis banyak tempat jajan makan cocok suka kuliner,positif,0.9992,positif,positif,0.9989
Google Maps,Rizky Hadiansyah,6 bulan lalu,"Staff pelayanan ramah dan kamar nya oke, apalagi di sekitar banyak jajanan.",5.0,Staff pelayanan ramah dan kamar nya oke apalagi di sekitar banyak jajanan,staff pelayanan ramah dan kamar nya oke apalagi di sekitar banyak jajanan,staff pelayanan ramah dan kamar nya baik apalagi di sekitar banyak jajanan,staff layan ramah kamar baik banyak jajan,positif,0.9991,positif,positif,0.9989
Google Maps,Rendy Rahardi,6 bulan lalu,"Coba check in, pukul 06:00 tetapi tidak ada resepsionis yang bertugas...",3.0,Coba check in pukul tetapi tidak ada resepsionis yang bertugas,coba check in pukul tetapi tidak ada resepsionis yang bertugas,coba check ini pukul tetapi tidak ada resepsionis yang bertugas,coba check pukul tidak resepsionis tugas,netral,0.9995,netral,netral,0.9988
Google Maps,Jasper V.,2 tahun lalu,"Mengerikan. Saya memesan kamar 'deluxe', tetapi malah mendapat kamar kecil yang sama sekali tidak seperti foto-fotonya. Staf mengatakan bahwa foto-foto itu hanya untuk 'pemasaran'...",1.0,Mengerikan Saya memesan kamar deluxe tetapi malah mendapat kamar kecil yang sama sekali tidak seperti foto fotonya Staf mengatakan bahwa foto foto itu hanya untuk pemasaran,mengerikan saya memesan kamar deluxe tetapi malah mendapat kamar kecil yang sama sekali tidak seperti foto fotonya staf mengatakan bahwa foto foto itu hanya untuk pemasaran,mengerikan saya memesan kamar deluxe tetapi malah mendapat kamar kecil yang sama sekali tidak seperti foto fotonya staf mengatakan bahwa foto foto itu hanya untuk pemasaran,keri mes kamar deluxe malah dapat kamar kecil sama sekali tidak foto foto staf kata foto foto pasar,negatif,0.9997,negatif,negatif,0.9988
Google Maps,THANIA NURSYACHDHANI,6 bulan lalu,"kamar super nyaman, bersih, lokasi strategis dan manajemen super baik",5.0,kamar super nyaman bersih lokasi strategis dan manajemen super baik,kamar super nyaman bersih lokasi strategis dan manajemen super baik,kamar super nyaman bersih lokasi strategis dan manajemen super baik,kamar super nyaman bersih lokasi strategis manajemen super baik,positif,0.9996,positif,positif,0.9991
Google Maps,Annisa Nur Ridho,sebulan lalu,"Air panas nya ga berfungsi dengan baik. Untuk penginapan harga 300++ sih ga nyangka ya. Air hangatnya hanya suam2 kuku (kurang panas), pas malam malah tdk ada air panas sama sekali",2.0,Air panas nya ga berfungsi dengan baik Untuk penginapan harga sih ga nyangka ya Air hangatnya hanya suam kuku kurang panas pas malam malah tdk ada air panas sama sekali,air panas nya ga berfungsi dengan baik untuk penginapan harga sih ga nyangka ya air hangatnya hanya suam kuku kurang panas pas malam malah tdk ada air panas sama sekali,air panas nya tidak berfungsi dengan baik untuk penginapan harga tidak menyangka ya air hangatnya hanya suam kuku kurang panas pas malam malah tidak ada air panas sama sekali,air panas tidak fungsi baik inap harga tidak sangka air hangat suam kuku kurang panas pas malam malah tidak air panas sama sekali,negatif,0.9997,negatif,negatif,0.9988
Google Maps,Qivar Mal,Diedit 8 bulan lalu,"Berkali kali tenant protes tapi tidak pernah di gubris, harga kost naik tapi fasilitas di kurangi.
Rooftop yang harusnya jadi fasilitas malah jadi cafe yang berisik sampai malam!",,Berkali kali tenant protes tapi tidak pernah di gubris harga kost naik tapi fasilitas di kurangi Rooftop yang harusnya jadi fasilitas malah jadi cafe yang berisik sampai malam,berkali kali tenant protes tapi tidak pernah di gubris harga kost naik tapi fasilitas di kurangi rooftop yang harusnya jadi fasilitas malah jadi cafe yang berisik sampai malam,berkali kali tenant protes tetapi tidak pernah di gubris harga kos naik tetapi fasilitas di kurangi rooftop yang harusnya jadi fasilitas malah jadi cafe yang bising sampai malam,kali kali tenant protes tidak pernah gubris harga naik fasilitas kurang rooftop harus jadi fasilitas malah jadi cafe bising malam,negatif,0.9737,,negatif,0.9987
Google Maps,Things From Me,3 tahun lalu,"Bangunan dan design kost nya sih cukup oke ya tapi sayangnya:
1. Wifi lemot parah sering banget error gak jelas, jadi ga bs diandelin buat yang wfh atau sering zoom/meet/msteams.",,Bangunan dan design kost nya sih cukup oke ya tapi sayangnya Wifi lemot parah sering banget error gak jelas jadi ga bs diandelin buat yang wfh atau sering zoom meet msteams,bangunan dan design kost nya sih cukup oke ya tapi sayangnya wifi lemot parah sering banget error gak jelas jadi ga bs diandelin buat yang wfh atau sering zoom meet msteams,bangunan dan design kos nya cukup baik ya tetapi sayangnya internet lambat buruk sering sangat error tidak jelas jadi tidak bisa diandelin untuk yang wfh atau sering zoom selamat msteams,bangun design cukup baik sayang internet lambat buruk sering sangat error tidak jelas jadi tidak diandelin wfh sering zoom selamat msteams,negatif,0.9997,,negatif,0.9989
Google Maps,Shaun Hannah,2 bulan lalu,"They won’t let you see the rooms. Their WhatsApp service is impossible to get anywhere with, I’ve given up on this after multiple attempts at trying to move into multiple places.",1.0,They won t let you see the rooms Their WhatsApp service is impossible to get anywhere with I ve given up on this after multiple attempts at trying to move into multiple places,they won t let you see the rooms their whatsapp service is impossible to get anywhere with i ve given up on this after multiple attempts at trying to move into multiple places,they won t let you the rooms their whatsapp service is impossible tetapi get anywhere with i ve given up on this after multiple attempts at trying tetapi move into multiple places,they won let you the rooms their whatsapp service impossible get anywhere with given this after multiple attempts trying move into multiple places,netral,0.9989,negatif,netral,0.9889
Google Maps,Fawzy Xiaomi,6 bulan lalu,Paling nggak ngerti lagi dngn komunikasi nyaa sama manajemen..... Sangat lemot,,Paling nggak ngerti lagi dngn komunikasi nyaa sama manajemen Sangat lemot,paling nggak ngerti lagi dngn komunikasi nyaa sama manajemen sangat lemot,paling tidak mengerti lagi dngn komunikasi nya sama manajemen sangat lambat,paling tidak erti dngn komunikasi sama manajemen sangat lambat,negatif,0.9999,,negatif,0.9989
Google Maps,miss arsyantie,6 bulan lalu,Thanks Cove.. udah kasih kesan mendalam bersama almarhumah kakak ipar 🙏🥹,5.0,Thanks Cove udah kasih kesan mendalam bersama almarhumah kakak ipar,thanks cove udah kasih kesan mendalam bersama almarhumah kakak ipar,terima kasih cove sudah kasih kesan mendalam bersama almarhumah kakak ipar,terima kasih kasih kesan dalam sama almarhumah ipar,positif,0.9992,positif,positif,0.9987
Google Maps,randy fahri,7 bulan lalu,Nyaman sejuk bersih petugas nya ramah check in nya juga gak ribet good,5.0,Nyaman sejuk bersih petugas nya ramah check in nya juga gak ribet good,nyaman sejuk bersih petugas nya ramah check in nya juga gak ribet good,nyaman sejuk bersih petugas nya ramah check ini nya juga tidak rumit good,nyaman sejuk bersih tugas ramah check tidak rumit good,positif,0.999,positif,positif,0.9991
Google Maps,Ariel Pebriyansyah,7 bulan lalu,"yg jaga baik ramah banget, tempat nya juga bersih good pokoknya",5.0,yg jaga baik ramah banget tempat nya juga bersih good pokoknya,yg jaga baik ramah banget tempat nya juga bersih good pokoknya,yang jaga baik ramah sangat tempat nya juga bersih good pokoknya,jaga baik ramah sangat tempat bersih good pokok,positif,0.9982,positif,positif,0.9991
Google Maps,wisnu kusumah wardhana,8 bulan lalu,Dikamarnya banyak banget anak kecoa lebih dari 10 ampun deh,2.0,Dikamarnya banyak banget anak kecoa lebih dari ampun deh,dikamarnya banyak banget anak kecoa lebih dari ampun deh,dikamarnya banyak sangat anak kecoa lebih dari ampun,kamar banyak sangat anak kecoa lebih ampun,negatif,0.9998,negatif,negatif,0.9977
Google Maps,David Yunata,7 bulan lalu,"Great experience,except the midnight check in was bit lame. but okay",5.0,Great experience except the midnight check in was bit lame but okay,great experience except the midnight check in was bit lame but okay,great experience except the midnight check ini was bit lame but okay,great experience except the midnight check was bit lame but okay,netral,0.9855,positif,netral,0.9878
Google Maps,Promo Clearing,3 tahun lalu,Ini adalah kost tenyaman saya sebelum cove datang. Cova datang tiba2 membuat peraturan peraturan baru dan menaikan harga yang tidak masuk akal dengan fasilitas dikurangi.,,Ini adalah kost tenyaman saya sebelum cove datang Cova datang tiba membuat peraturan peraturan baru dan menaikan harga yang tidak masuk akal dengan fasilitas dikurangi,ini adalah kost tenyaman saya sebelum cove datang cova datang tiba membuat peraturan peraturan baru dan menaikan harga yang tidak masuk akal dengan fasilitas dikurangi,ini adalah kos tenyaman saya sebelum cove datang cova datang tiba membuat peraturan peraturan baru dan menaikan harga yang tidak masuk akal dengan fasilitas dikurangi,tenyaman datang cova datang tiba buat atur atur baru naik harga tidak masuk akal fasilitas rang,negatif,0.9786,,negatif,0.9974
Google Maps,dika aris m dika aris m,sebulan lalu,"Tolong diperbaiki, diperhatikan untuk sales nya, sales nya sangat kacau.",1.0,Tolong diperbaiki diperhatikan untuk sales nya sales nya sangat kacau,tolong diperbaiki diperhatikan untuk sales nya sales nya sangat kacau,tolong diperbaiki diperhatikan untuk sales nya sales nya sangat kacau,baik perhati sales sales sangat kacau,negatif,0.9999,negatif,negatif,0.9988
Google Maps,rai raina,5 bulan lalu,"Pelayanan sangat baik, penjaganya cepat dan lingkungan mudah diakses",5.0,Pelayanan sangat baik penjaganya cepat dan lingkungan mudah diakses,pelayanan sangat baik penjaganya cepat dan lingkungan mudah diakses,pelayanan sangat baik penjaganya cepat dan lingkungan mudah diakses,layan sangat baik jaga cepat lingkung mudah akses,positif,0.9996,positif,positif,0.9989
Google Maps,Cika Mulia,5 bulan lalu,"nyaman, staff nya ramah, kamarnya bersih, lingkungan nya juga aman🤍",5.0,nyaman staff nya ramah kamarnya bersih lingkungan nya juga aman,nyaman staff nya ramah kamarnya bersih lingkungan nya juga aman,nyaman staff nya ramah kamar bersih lingkungan nya juga aman,nyaman staff ramah kamar bersih lingkung aman,positif,0.9992,positif,positif,0.9991
Google Maps,muhammad dhafin darajat,7 bulan lalu,"Keramahannya bagus, parkirannya juga banyak",5.0,Keramahannya bagus parkirannya juga banyak,keramahannya bagus parkirannya juga banyak,keramahannya bagus parkirannya juga banyak,ramah bagus parkir banyak,positif,0.9997,positif,positif,0.9991
Google Maps,Zanaya Mauranisa,4 bulan lalu,"Kos luas, lingkungan bersih, cs ramah, love where i live❣️",5.0,Kos luas lingkungan bersih cs ramah love where i live,kos luas lingkungan bersih cs ramah love where i live,kos luas lingkungan bersih layanan pelanggan ramah love where i live,luas lingkung bersih layan langgan ramah love where live,positif,0.6898,positif,positif,0.9988
Google Maps,Dewangga Alamsyah,3 tahun lalu,AC ga bisa nyala. Resepsionis ilang2an. Minta orang buat bantu nyalain AC ga dateng2. Harus muter2 gedung buat nyari orang cuma akhirnya buat minta remot lain. BOO!,1.0,AC ga bisa nyala Resepsionis ilang an Minta orang buat bantu nyalain AC ga dateng Harus muter gedung buat nyari orang cuma akhirnya buat minta remot lain BOO,ac ga bisa nyala resepsionis ilang an minta orang buat bantu nyalain ac ga dateng harus muter gedung buat nyari orang cuma akhirnya buat minta remot lain boo,pendingin ruangan tidak bisa nyala resepsionis hilang an meminta orang untuk bantu nyalain pendingin ruangan tidak datang harus muter gedung untuk mencari orang cuma akhirnya untuk meminta remot lain boo,dingin ruang tidak nyala resepsionis hilang minta orang bantu nyalain dingin ruang tidak datang muter gedung cari orang cuma akhir minta remot boo,negatif,0.9998,negatif,negatif,0.9989
Google Maps,Yusnia Wati,6 bulan lalu,"Toilet bocor, tamu masa bisa bawa kucing ke kamar, kurang bersih.",1.0,Toilet bocor tamu masa bisa bawa kucing ke kamar kurang bersih,toilet bocor tamu masa bisa bawa kucing ke kamar kurang bersih,toilet bocor tamu masa bisa bawa kucing ke kamar kurang bersih,toilet bocor tamu masa bawa kucing kamar kurang bersih,negatif,0.9998,negatif,negatif,0.9988
